,v_acidity,chlorides,t_s_dioxide,density,alcohol,red,quality
3730,0.22,0.055999999999999994,158.0,0.9998,9.6,0,6
3732,0.24,0.03,162.0,0.9914,11.9,0,6
3733,0.26,0.040999999999999995,118.0,0.9939,10.8,0,6
3734,0.16,0.054000000000000006,224.0,0.9966,10.1,0,5
3736,0.18,0.057999999999999996,132.0,0.995,10.9,0,6
3737,0.24,0.06,102.0,0.9940000000000001,10.4,0,5
3738,0.33,0.055999999999999994,105.0,0.9972,9.2,0,5
3740,0.28,0.055999999999999994,117.0,0.9998,9.6,0,5
3743,0.26,0.047,179.0,0.9982,9.0,0,5
3744,0.14,0.037000000000000005,89.0,0.9924,11.5,0,7
3745,0.21,0.053,145.0,0.9972,10.2,0,6
3746,0.2,0.054000000000000006,165.0,0.997,9.9,0,6
3747,0.115,0.055999999999999994,105.0,0.9954,9.6,0,6
3748,0.29,0.04,142.0,0.9962,10.6,0,5
3749,0.24,0.038,99.0,0.9921,11.8,0,6
3750,0.24,0.035,102.0,0.9905,12.2,0,6
3751,0.22,0.052000000000000005,76.0,0.993,10.6,0,6
3752,0.18,0.054000000000000006,91.0,0.9941,10.3,0,6
3753,0.93,0.052000000000000005,187.0,0.9994,10.2,0,4
3754,0.29,0.035,181.0,0.9962,10.7,0,5
3755,0.28,0.038,76.0,0.992,11.7,0,4
3756,0.25,0.031,92.0,0.9922,12.0,0,6
3758,0.18,0.048,105.0,0.9940000000000001,10.6,0,6
3759,0.24,0.031,61.0,0.9897,12.2,0,4
3760,0.33,0.04,124.0,0.9954,11.0,0,6
3761,0.37,0.03,79.0,0.99,12.4,0,7
3762,0.49,0.087,115.0,0.9948,9.4,0,6
3763,0.22,0.027999999999999997,130.0,0.998,11.6,0,5
3764,0.35,0.069,162.0,0.9944,9.4,0,5
3766,0.19,0.053,229.0,0.9986,9.1,0,7
3772,0.32,0.042,117.0,0.996,9.2,0,5
3774,0.32,0.05,163.0,0.9999,9.2,0,5
3776,0.19,0.053,212.0,0.9986,9.1,0,7
3777,0.34,0.06,126.0,0.9951,9.0,0,7
3778,0.24,0.047,106.0,0.993,10.8,0,6
3779,0.36,0.053,146.0,0.9982,9.5,0,6
3780,0.29,0.044000000000000004,114.0,0.992,11.0,0,6
3781,0.32,0.040999999999999995,146.0,0.9963,10.0,0,5
3782,0.3,0.04,141.0,0.995,9.5,0,5
3783,0.33,0.040999999999999995,109.0,0.9956,10.1,0,6
3784,0.18,0.051,94.0,0.997,9.5,0,7
3785,0.39,0.217,74.0,0.9936,9.5,0,5
3786,0.25,0.055999999999999994,137.0,0.9935,9.5,0,5
3788,0.18,0.052000000000000005,90.0,0.9963,9.4,0,6
3790,0.18,0.048,125.0,0.9967,9.4,0,6
3792,0.27,0.044000000000000004,110.0,0.9912,12.7,0,6
3793,0.23,0.037000000000000005,145.0,0.9981,9.7,0,5
3794,0.28,0.057999999999999996,153.0,0.9966,9.7,0,6
3795,0.22,0.037000000000000005,71.0,0.9902,11.7,0,6
3796,0.18,0.036000000000000004,101.0,0.99,11.7,0,6
3797,0.26,0.051,187.0,0.996,9.7,0,5
3799,0.25,0.049,231.0,0.9966,9.5,0,6
3800,0.24,0.069,157.0,0.9962,9.1,0,5
3801,0.28,0.051,147.0,0.9940000000000001,10.3,0,6
3802,0.24,0.057999999999999996,167.0,0.9940000000000001,9.9,0,5
3803,0.27,0.059000000000000004,175.0,0.9944,9.9,0,5
3804,0.39,0.055999999999999994,178.0,0.9974,10.2,0,5
3805,0.24,0.035,132.0,0.996,12.1,0,6
3806,0.23,0.045,138.0,0.9922,11.3,0,7
3807,0.26,0.031,128.0,0.9917,11.4,0,5
3809,0.32,0.039,125.0,0.9918,12.2,0,6
3811,0.24,0.057999999999999996,150.0,0.9936,9.9,0,7
3812,0.21,0.055999999999999994,136.0,0.9938,10.3,0,6
3813,0.17,0.047,107.0,0.9939,10.4,0,6
3814,0.28,0.040999999999999995,161.0,0.9981,9.9,0,6
3816,0.3,0.051,96.0,0.9941,10.0,0,5
3817,0.25,0.051,129.0,0.9928,11.5,0,6
3818,0.28,0.040999999999999995,163.0,0.9952,10.5,0,6
3819,0.24,0.027000000000000003,134.0,0.9898,12.5,0,7
3820,0.22,0.045,120.0,0.9914,10.5,0,6
3821,0.45,0.051,157.0,0.9957,11.4,0,7
3823,0.23,0.055999999999999994,169.0,0.998,9.8,0,6
3824,0.23,0.067,166.0,0.9986,9.2,0,4
3825,0.28,0.046,177.0,0.9983,8.9,0,5
3826,0.27,0.046,179.0,0.9982,8.9,0,5
3827,0.2,0.042,124.0,0.997,9.5,0,7
3829,0.25,0.034,150.0,0.9947,11.5,0,6
3831,0.2,0.054000000000000006,89.0,0.99416,9.5,0,6
3832,0.39,0.049,164.0,0.99516,9.7,0,5
3833,0.23,0.067,90.0,0.9949600000000001,9.7,0,5
3834,0.44,0.048,147.0,0.9974,9.5,0,6
3836,0.28,0.04,184.0,0.99579,9.4,0,5
3838,0.34,0.06,162.0,0.9983,9.0,0,4
3840,0.15,0.046,151.0,0.99471,10.6,0,6
3842,0.29,0.042,180.0,0.99644,9.1,0,5
3843,0.23,0.094,169.0,0.9969899999999999,8.8,0,5
3844,0.23,0.047,171.0,0.9975799999999999,10.4,0,5
3845,0.36,0.043,228.0,0.9977,8.9,0,5
3846,0.31,0.031,141.0,0.99397,10.6,0,7
3847,0.2,0.047,100.0,0.9924299999999999,10.6,0,6
3848,0.27,0.048,186.0,0.9962,9.0,0,5
3850,0.34,0.06,235.0,1.0018200000000002,8.8,0,6
3851,0.18,0.042,101.0,0.99384,10.5,0,7
3852,0.29,0.046,174.0,0.99582,9.5,0,5
3853,0.26,0.049,172.0,0.9924,10.4,0,6
3854,0.21,0.046,133.0,0.99466,10.0,0,6
3855,0.14,0.039,128.0,0.9921200000000001,10.4,0,5
3856,0.39,0.157,132.0,0.99449,9.0,0,6
3858,0.48,0.049,205.0,0.9974799999999999,9.3,0,5
3860,0.36,0.061,134.0,0.99475,9.0,0,6
3861,0.25,0.032,61.0,0.9918899999999999,11.5,0,6
3862,0.3,0.055999999999999994,159.0,0.9982700000000001,9.0,0,5
3864,0.19,0.045,154.0,0.9975200000000001,10.4,0,6
3866,0.42,0.027000000000000003,167.0,0.99479,10.6,0,5
3867,0.2,0.034,152.0,0.9964200000000001,8.5,0,6
3868,0.19,0.055,169.0,1.00047,9.3,0,6
3869,0.19,0.051,107.0,0.99382,10.5,0,7
3871,0.25,0.06,156.0,0.99784,9.9,0,6
3872,0.25,0.035,108.0,0.9948600000000001,10.4,0,6
3873,0.46,0.053,94.0,0.9953700000000001,10.1,0,5
3874,0.29,0.067,178.0,0.9983799999999999,9.2,0,4
3875,0.31,0.043,200.0,0.99566,9.4,0,6
3877,0.14,0.033,91.0,0.9926799999999999,10.6,0,6
3878,0.4,0.14800000000000002,149.0,0.9946799999999999,8.7,0,5
3879,0.16,0.047,77.0,0.9933,10.2,0,6
3880,0.16,0.046,66.0,0.9930700000000001,10.3,0,6
3881,0.33,0.049,210.0,0.9990700000000001,9.5,0,5
3886,0.41,0.158,144.0,0.99471,9.4,0,5
3887,0.43,0.157,145.0,0.99471,9.4,0,5
3888,0.4,0.037000000000000005,97.0,0.9914799999999999,12.6,0,7
3890,0.18,0.047,106.0,0.9938299999999999,10.5,0,7
3891,0.17,0.047,150.0,0.99365,10.8,0,6
3892,0.32,0.054000000000000006,208.0,0.99272,9.9,0,6
3893,0.32,0.031,115.0,0.99235,12.2,0,7
3895,0.42,0.040999999999999995,150.0,0.99508,10.0,0,6
3896,0.28,0.04,168.0,0.9946,10.6,0,7
3897,0.29,0.042,202.0,0.99674,9.5,0,6
3898,0.41,0.027000000000000003,109.0,0.99018,12.8,0,8
3899,0.3,0.043,125.0,0.9908399999999999,12.6,0,7
3900,0.22,0.057999999999999996,125.0,0.99856,9.4,0,5
3901,0.26,0.055,194.0,0.9959100000000001,9.0,0,5
3902,0.44,0.051,126.0,0.9975,9.1,0,5
3903,0.42,0.06,168.0,0.9944,9.4,0,6
3904,0.36,0.04,143.0,0.9917299999999999,12.2,0,7
3905,0.295,0.049,134.0,0.9937799999999999,10.0,0,5
3906,0.21,0.053,159.0,0.99805,9.2,0,5
3908,0.28,0.045,139.0,0.99534,9.3,0,5
3910,0.28,0.035,126.0,0.9923200000000001,9.8,0,6
3911,0.22,0.036000000000000004,132.0,0.9907799999999999,12.0,0,7
3912,0.32,0.028999999999999998,80.0,0.99061,12.6,0,7
3913,0.19,0.032,127.0,0.99182,12.2,0,6
3914,0.42,0.061,144.0,0.9966,11.0,0,6
3915,0.2,0.038,116.0,0.9912,12.0,0,7
3916,0.24,0.045,153.0,0.99779,8.8,0,5
3917,0.26,0.046,164.0,0.9981399999999999,8.9,0,4
3918,0.4,0.035,84.0,0.9909600000000001,12.7,0,7
3919,0.2,0.037000000000000005,130.0,0.99379,11.8,0,6
3920,0.445,0.053,178.0,0.99426,10.2,0,5
3921,0.41,0.036000000000000004,121.0,0.9922799999999999,9.9,0,6
3922,0.2,0.040999999999999995,148.0,0.99335,11.1,0,6
3923,0.3,0.045,190.0,0.99595,9.4,0,5
3924,0.35,0.049,119.0,0.99297,9.7,0,6
3926,0.35,0.038,111.0,0.99687,9.7,0,5
3928,0.3,0.054000000000000006,175.0,0.99445,9.8,0,5
3929,0.38,0.05,209.0,0.9986,9.3,0,6
3930,0.3,0.032,161.0,0.99154,10.5,0,5
3931,0.4,0.049,209.0,0.9981,9.3,0,6
3932,0.37,0.024,106.0,0.98993,12.6,0,8
3933,0.23,0.057999999999999996,212.0,1.00241,8.9,0,5
3934,0.27,0.048,118.0,0.99716,10.3,0,5
3935,0.26,0.040999999999999995,198.0,0.9943700000000001,10.6,0,5
3936,0.28,0.067,180.0,0.9972,9.0,0,4
3937,0.34,0.051,167.0,0.99756,9.7,0,5
3939,0.23,0.040999999999999995,90.0,0.9950899999999999,9.5,0,6
3941,0.29,0.06,156.0,0.99572,10.3,0,6
3942,0.4,0.034,95.0,0.99175,12.3,0,8
3943,0.17,0.032,149.0,0.99254,10.5,0,5
3944,0.24,0.043,211.0,0.9967600000000001,10.0,0,6
3945,0.28,0.039,179.0,0.9979,8.8,0,4
3946,0.23,0.031,98.0,0.9919399999999999,10.9,0,6
3947,0.26,0.028999999999999998,141.0,0.99077,12.2,0,6
3948,0.46,0.168,184.0,0.99782,9.5,0,5
3949,0.31,0.048,212.0,0.9994200000000001,10.0,0,5
3950,0.25,0.04,202.0,0.99708,9.6,0,6
3951,0.28,0.06,126.0,0.9935299999999999,8.7,0,6
3952,0.18,0.044000000000000004,89.0,0.99256,10.7,0,7
3953,0.21,0.046,66.0,0.9919899999999999,11.1,0,6
3954,0.48,0.024,130.0,0.9918,12.5,0,7
3955,0.34,0.051,130.0,0.99354,10.4,0,6
3956,0.21,0.027999999999999997,93.0,0.99244,11.5,0,5
3957,0.32,0.04,221.0,0.99831,9.4,0,5
3958,0.495,0.157,129.0,0.9939600000000001,9.3,0,5
3959,0.25,0.05,121.0,0.99724,10.1,0,6
3960,0.25,0.05,102.0,0.99524,9.7,0,5
3961,0.18,0.035,144.0,0.9927,10.5,0,6
3962,0.24,0.053,182.0,0.99802,9.7,0,5
3963,0.32,0.06,204.0,0.9951200000000001,9.2,0,5
3964,0.32,0.092,138.0,0.9943799999999999,9.8,0,5
3965,0.33,0.05,227.0,0.99679,9.0,0,5
3966,0.3,0.05,188.0,0.9965200000000001,9.1,0,6
3967,0.34,0.037000000000000005,169.0,0.99698,10.4,0,6
3968,0.16,0.03,144.0,0.99474,10.7,0,6
3969,0.1,0.039,107.0,0.99511,10.5,0,7
3970,0.45,0.099,202.0,0.99582,9.2,0,5
3971,0.33,0.036000000000000004,85.0,0.99125,11.5,0,4
3972,0.48,0.034,57.0,0.99256,10.4,0,3
3973,0.2,0.039,188.0,0.9911,12.0,0,6
3975,0.32,0.036000000000000004,150.0,0.9916799999999999,12.2,0,6
3976,0.22,0.05,90.0,0.99556,9.8,0,6
3977,0.23,0.063,282.0,1.00098,9.3,0,5
3978,0.27,0.084,191.0,0.99516,9.6,0,4
3979,0.27,0.085,196.0,0.99516,9.5,0,4
3980,0.23,0.042,144.0,0.99518,10.2,0,6
3981,0.15,0.028999999999999998,107.0,0.9934700000000001,10.4,0,8
3983,0.26,0.025,74.0,0.9929,11.0,0,6
3984,0.2,0.042,160.0,0.99841,8.7,0,5
3985,0.3,0.053,189.0,0.9936200000000001,9.9,0,4
3986,0.3,0.053,186.0,0.99361,9.9,0,4
3987,0.21,0.040999999999999995,106.0,0.9914,11.3,0,4
3988,0.46,0.042,83.0,0.9911399999999999,12.0,0,8
3989,0.28,0.042,130.0,0.9925,10.7,0,8
3990,0.24,0.043,156.0,0.9945299999999999,10.1,0,6
3991,0.17,0.091,135.0,0.9938,9.6,0,7
3992,0.17,0.09300000000000001,136.0,0.9938,9.6,0,6
3993,0.695,0.055999999999999994,252.0,0.9980600000000001,8.7,0,5
3994,0.27,0.059000000000000004,199.0,0.9961,10.3,0,5
3995,0.3,0.047,218.0,1.00016,9.1,0,5
3996,0.19,0.037000000000000005,101.0,0.9916,11.8,0,6
3997,0.36,0.024,93.0,0.99116,11.9,0,6
3998,0.16,0.046,77.0,0.99319,10.3,0,6
3999,0.19,0.047,104.0,0.9951700000000001,10.0,0,4
4000,0.16,0.044000000000000004,107.0,0.9951399999999999,10.2,0,4
4001,0.26,0.038,202.0,0.99566,10.0,0,6
4002,0.33,0.034,125.0,0.99166,12.7,0,6
4003,0.16,0.046,130.0,0.99587,9.6,0,5
4004,0.23,0.044000000000000004,188.0,0.9955799999999999,9.5,0,5
4005,0.44,0.033,100.0,0.9911700000000001,12.7,0,6
4006,0.31,0.036000000000000004,109.0,0.9939899999999999,11.0,0,6
4007,0.705,0.044000000000000004,214.0,0.99741,9.1,0,5
4008,0.21,0.034,111.0,0.99405,10.2,0,4
4010,0.16,0.047,220.0,0.9962200000000001,10.1,0,6
4011,0.27,0.045,208.0,1.00051,9.2,0,6
4012,0.38,0.08,212.0,0.99803,9.4,0,4
4013,0.38,0.095,195.0,0.9977299999999999,9.2,0,4
4014,0.24,0.05,106.0,0.99397,10.0,0,5
4015,0.16,0.047,220.0,0.9962200000000001,10.1,0,6
4016,0.815,0.044000000000000004,204.0,0.99713,9.0,0,5
4017,0.41,0.032,98.0,0.99274,9.5,0,5
4018,0.36,0.07,207.0,1.00118,9.1,0,5
4019,0.4,0.031,118.0,0.9917600000000001,13.3,0,7
4020,0.26,0.045,198.0,0.9969,9.5,0,5
4021,0.44,0.096,210.0,0.99771,9.2,0,5
4023,0.24,0.036000000000000004,117.0,0.99411,10.1,0,6
4025,0.22,0.04,172.0,0.9919399999999999,11.2,0,6
4027,0.34,0.04,230.0,0.9955799999999999,9.8,0,6
4029,0.28,0.042,195.0,0.99577,9.4,0,5
4030,0.29,0.045,177.0,0.99564,9.0,0,5
4031,0.27,0.044000000000000004,198.0,0.9957799999999999,9.4,0,5
4032,0.35,0.054000000000000006,229.0,0.9988799999999999,8.9,0,6
4033,0.28,0.045,253.0,1.00014,9.1,0,6
4034,0.35,0.034,148.0,0.99441,9.8,0,4
4035,0.43,0.055999999999999994,183.0,0.9959399999999999,9.4,0,5
4037,0.26,0.05,150.0,0.9943700000000001,10.0,0,6
4038,0.27,0.042,130.0,0.9979,9.9,0,6
4039,0.46,0.147,159.0,0.99434,10.0,0,5
4040,0.2,0.027999999999999997,168.0,0.99203,11.5,0,6
4041,0.285,0.063,201.0,0.998,9.2,0,5
4043,0.32,0.052000000000000005,219.5,0.99316,10.0,0,5
4044,0.34,0.051,210.0,0.9931399999999999,10.0,0,5
4045,0.32,0.052000000000000005,210.0,0.99316,10.0,0,5
4046,0.27,0.042,133.0,0.9961200000000001,9.8,0,6
4047,0.26,0.04,114.0,0.99295,10.5,0,6
4048,0.27,0.043,181.0,0.9939399999999999,10.6,0,6
4049,0.56,0.037000000000000005,157.0,0.9964200000000001,9.4,0,5
4051,0.19,0.027000000000000003,136.0,0.9924799999999999,11.0,0,7
4052,0.2,0.027000000000000003,141.0,0.9926799999999999,10.8,0,6
4053,0.29,0.036000000000000004,201.0,0.99954,9.0,0,5
4054,0.32,0.031,194.0,0.99692,9.6,0,6
4056,0.33,0.037000000000000005,156.0,0.99592,10.6,0,6
4058,0.33,0.045,147.0,0.9982200000000001,9.2,0,5
4060,0.26,0.053,71.0,0.9940200000000001,9.5,0,5
4061,0.25,0.053,72.0,0.9940399999999999,9.5,0,5
4062,0.26,0.039,184.0,0.99787,10.3,0,7
4063,0.26,0.053,124.0,0.9934700000000001,8.8,0,5
4064,0.28,0.040999999999999995,161.0,0.9983799999999999,8.7,0,5
4065,0.27,0.04,159.0,0.99839,8.7,0,5
4066,0.28,0.038,128.0,0.99375,10.2,0,6
4067,0.16,0.028999999999999998,77.0,0.99155,10.1,0,6
4068,0.34,0.049,118.0,0.9936,9.5,0,5
4069,0.25,0.055999999999999994,176.0,0.99434,9.5,0,5
4070,0.35,0.022000000000000002,174.0,0.9922,11.6,0,7
4071,0.24,0.032,97.0,0.99571,10.7,0,6
4072,0.29,0.043,142.0,0.9965799999999999,10.1,0,6
4073,0.27,0.035,83.0,0.9907600000000001,11.1,0,7
4075,0.56,0.071,117.0,0.9949600000000001,9.8,0,5
4076,0.29,0.142,148.0,0.9937,9.0,0,6
4077,0.27,0.047,215.0,0.9954200000000001,9.5,0,6
4079,0.24,0.052000000000000005,143.0,0.99825,9.4,0,6
4080,0.32,0.049,113.0,0.9928899999999999,10.2,0,5
4081,0.37,0.040999999999999995,216.5,0.9943200000000001,9.8,0,6
4082,0.26,0.047,201.0,0.99523,9.5,0,6
4083,0.3,0.05,191.0,0.9959,9.0,0,5
4084,0.28,0.045,204.0,0.9954299999999999,10.1,0,6
4085,0.24,0.079,122.0,0.9966200000000001,8.8,0,5
4086,0.27,0.034,122.0,0.9908799999999999,11.9,0,6
4088,0.28,0.07400000000000001,174.0,0.9992200000000001,9.3,0,6
4090,0.39,0.036000000000000004,110.0,0.9966,10.0,0,6
4091,0.2,0.075,201.0,0.99466,9.5,0,5
4092,0.31,0.054000000000000006,139.0,0.99836,9.7,0,4
4094,0.18,0.043,155.0,0.9923799999999999,10.2,0,5
4095,0.23,0.031,96.0,0.99645,10.8,0,5
4096,0.21,0.046,133.0,1.0,8.8,0,5
4099,0.26,0.039,175.0,0.9937600000000001,11.4,0,6
4100,0.31,0.039,191.0,0.99513,9.8,0,5
4101,0.34,0.045,119.0,0.99556,9.4,0,4
4103,0.3,0.054000000000000006,174.0,0.9954299999999999,9.4,0,6
4104,0.4,0.053,194.0,0.9988600000000001,9.4,0,6
4105,0.32,0.044000000000000004,212.0,0.99526,9.7,0,6
4106,0.34,0.032,140.0,0.99166,12.3,0,7
4107,0.26,0.045,178.0,0.9969100000000001,9.8,0,6
4108,0.27,0.053,134.0,0.9973200000000001,9.0,0,5
4109,0.28,0.045,203.0,0.9957299999999999,9.2,0,6
4110,0.3,0.057999999999999996,215.0,0.99656,9.4,0,6
4111,0.175,0.043,67.0,0.9911200000000001,9.9,0,6
4112,0.34,0.032,145.0,0.9921399999999999,9.8,0,5
4113,0.34,0.028999999999999998,148.0,0.99165,12.3,0,7
4114,0.12,0.018000000000000002,37.0,0.9900399999999999,11.9,0,7
4116,0.32,0.038,170.0,0.9946299999999999,10.2,0,6
4117,0.51,0.034,224.0,0.9968299999999999,9.5,0,6
4118,0.24,0.04,216.0,0.9959600000000001,9.2,0,5
4119,0.41,0.054000000000000006,174.0,0.99898,9.7,0,5
4121,0.18,0.028999999999999998,138.0,0.9911399999999999,11.5,0,7
4123,0.17,0.121,162.0,0.99508,10.4,0,8
4125,0.2,0.053,174.0,0.99306,11.6,0,5
4126,0.16,0.036000000000000004,108.0,0.9934200000000001,10.2,0,6
4127,0.16,0.037000000000000005,109.0,0.99345,9.8,0,6
4128,0.42,0.044000000000000004,158.0,0.99772,9.0,0,5
4129,0.3,0.036000000000000004,163.0,0.99239,10.5,0,6
4130,0.54,0.049,178.0,0.9950200000000001,9.4,0,4
4132,0.22,0.046,149.0,0.99479,10.8,0,5
4133,0.23,0.043,95.0,0.9920700000000001,10.7,0,7
4134,0.26,0.028999999999999998,162.0,0.99497,10.6,0,6
4136,0.23,0.046,110.0,0.99828,9.2,0,6
4138,0.28,0.032,142.0,0.9954200000000001,9.5,0,6
4140,0.27,0.027999999999999997,111.0,0.9922799999999999,10.0,0,5
4141,0.29,0.03,177.0,0.9970600000000001,10.6,0,5
4142,0.27,0.028999999999999998,166.0,0.99669,10.6,0,5
4143,0.32,0.036000000000000004,117.0,0.99269,11.0,0,6
4144,0.22,0.040999999999999995,159.0,0.9919600000000001,11.2,0,6
4145,0.5,0.046,175.0,0.9966200000000001,9.6,0,5
4146,0.33,0.052000000000000005,128.0,0.99475,9.4,0,5
4148,0.26,0.045,209.0,0.99544,9.5,0,6
4150,0.2,0.052000000000000005,188.0,0.99944,9.3,0,5
4151,0.36,0.046,110.0,0.9966,9.4,0,5
4152,0.13,0.043,146.0,0.99066,11.2,0,7
4155,0.15,0.043,150.0,0.9907,11.2,0,7
4157,0.23,0.033,170.0,0.998,8.8,0,5
4158,0.255,0.079,137.0,0.9930700000000001,9.4,0,5
4160,0.32,0.03,103.0,0.99106,11.1,0,6
4162,0.28,0.052000000000000005,131.0,0.9969600000000001,9.6,0,5
4163,0.41,0.037000000000000005,160.0,0.99167,10.6,0,6
4164,0.37,0.048,240.0,0.99902,8.9,0,5
4165,0.21,0.021,80.0,0.98992,12.3,0,7
4166,0.24,0.027999999999999997,132.0,0.99182,11.4,0,5
4168,0.28,0.043,207.0,0.99556,9.6,0,6
4169,0.24,0.034,135.0,0.99582,10.3,0,6
4170,0.16,0.032,80.0,0.98972,12.1,0,6
4171,0.14,0.026000000000000002,56.0,0.9935200000000001,9.9,0,5
4172,0.34,0.035,185.0,0.9946,9.7,0,5
4173,0.26,0.043,154.0,0.9927299999999999,10.5,0,5
4174,0.17,0.038,182.0,0.9962799999999999,8.9,0,6
4175,0.27,0.039,227.0,0.99582,9.4,0,5
4176,0.25,0.037000000000000005,206.0,0.9955299999999999,9.6,0,5
4177,0.3,0.013999999999999999,104.0,0.9891399999999999,12.6,0,7
4178,0.28,0.156,106.0,0.99354,9.2,0,6
4179,0.3,0.053,174.0,0.99976,10.4,0,5
4180,0.18,0.062,171.0,0.99808,9.0,0,7
4187,0.14,0.039,89.0,0.9919,9.2,0,6
4188,0.615,0.068,154.0,0.9949899999999999,9.7,0,4
4189,0.13,0.05,132.0,0.99655,10.1,0,6
4190,0.34,0.059000000000000004,152.0,0.99615,11.0,0,7
4191,0.32,0.038,144.0,0.9929600000000001,10.8,0,5
4192,0.21,0.048,147.0,0.99482,10.8,0,5
4193,0.5,0.027999999999999997,107.0,0.99079,13.5,0,7
4194,0.52,0.042,167.0,0.99366,10.6,0,5
4195,0.28,0.046,208.0,0.99434,9.8,0,5
4197,0.22,0.023,115.0,0.9895799999999999,11.7,0,6
4199,0.32,0.034,185.0,0.9993799999999999,9.0,0,6
4200,0.11,0.042,132.0,0.99059,11.3,0,7
4201,0.26,0.031,185.0,0.99835,9.4,0,5
4202,0.3,0.025,107.0,0.99159,11.3,0,7
4205,0.2,0.019,28.0,0.98931,12.0,0,6
4207,0.2,0.027999999999999997,157.0,0.9938,10.6,0,6
4208,0.26,0.024,202.0,0.9955799999999999,10.8,0,6
4209,0.25,0.024,209.0,0.9956299999999999,10.8,0,6
4210,0.27,0.053,177.0,0.9969100000000001,9.4,0,5
4211,0.3,0.038,219.0,0.9959,9.4,0,5
4212,0.36,0.05,140.0,0.9962799999999999,9.4,0,5
4214,0.21,0.021,80.0,0.9907600000000001,12.0,0,5
4216,0.18,0.039,129.0,0.9967799999999999,10.3,0,7
4220,0.26,0.026000000000000002,126.0,0.9908899999999999,11.3,0,7
4222,0.35,0.063,150.0,0.9953700000000001,9.4,0,6
4223,0.28,0.040999999999999995,144.0,1.0002,8.7,0,5
4224,0.19,0.033,159.0,0.9933200000000001,8.0,0,5
4225,0.24,0.033,136.0,0.99316,10.4,0,7
4226,0.17,0.028999999999999998,128.0,0.99272,10.7,0,7
4227,0.24,0.03,219.0,0.99636,10.2,0,6
4228,0.6,0.044000000000000004,197.0,0.9920200000000001,10.9,0,5
4229,0.445,0.027000000000000003,109.0,0.9914799999999999,10.5,0,6
4230,0.28,0.012,100.0,0.99064,11.7,0,7
4231,0.44,0.065,186.0,0.99884,8.6,0,5
4232,0.24,0.034,174.0,0.9977299999999999,9.0,0,5
4234,0.31,0.044000000000000004,191.0,1.00013,8.7,0,5
4236,0.32,0.062,87.0,0.98974,12.8,0,6
4237,0.13,0.023,104.0,0.9911200000000001,11.8,0,6
4238,0.14,0.034,84.0,0.99136,11.6,0,6
4239,0.2,0.027999999999999997,89.0,0.9913200000000001,11.8,0,6
4240,0.15,0.042,158.0,0.9964200000000001,10.6,0,5
4241,0.23,0.066,91.0,0.9948799999999999,9.7,0,5
4242,0.33,0.047,151.0,0.9952700000000001,10.3,0,5
4243,0.17,0.11900000000000001,178.0,0.9957799999999999,10.2,0,6
4245,0.12,0.048,113.0,0.9935200000000001,10.1,0,7
4246,0.18,0.046,71.0,0.9919899999999999,10.9,0,7
4247,0.15,0.037000000000000005,127.0,0.99198,9.3,0,5
4248,0.23,0.057,144.0,0.99756,10.2,0,6
4249,0.34,0.066,162.0,0.99561,9.5,0,5
4250,0.68,0.069,146.0,0.9934700000000001,9.3,0,5
4251,0.22,0.018000000000000002,80.0,0.98936,12.9,0,7
4252,0.28,0.042,148.0,0.9978600000000001,8.7,0,5
4253,0.4,0.081,303.0,0.99705,9.4,0,5
4254,0.19,0.034,204.0,0.9942,10.1,0,5
4255,0.23,0.039,196.0,0.9948,10.0,0,4
4256,0.14,0.05,129.0,0.99116,11.1,0,7
4257,0.15,0.052000000000000005,158.0,0.9968799999999999,10.3,0,7
4258,0.15,0.033,73.0,0.98974,12.2,0,6
4259,0.33,0.067,156.0,0.9954200000000001,9.3,0,6
4260,0.3,0.040999999999999995,178.0,0.99154,11.3,0,6
4261,0.23,0.043,110.0,0.99118,10.8,0,6
4262,0.13,0.033,86.0,0.99044,11.2,0,8
4263,0.21,0.03,91.0,0.9914,12.5,0,7
4264,0.4,0.05,122.0,0.9979,9.3,0,5
4265,0.34,0.03,142.0,0.98892,12.9,0,7
4267,0.12,0.039,131.0,0.9911399999999999,11.2,0,7
4268,0.655,0.039,120.0,0.9918799999999999,12.6,0,6
4269,0.26,0.046,179.0,0.9958299999999999,9.3,0,5
4270,0.3,0.03,142.0,0.98892,12.9,0,7
4271,0.15,0.049,120.0,0.9970399999999999,9.5,0,7
4272,0.37,0.037000000000000005,24.0,0.9911,11.9,0,6
4273,0.35,0.032,120.0,0.99334,10.3,0,7
4274,0.32,0.033,120.0,0.99334,10.3,0,7
4275,0.1,0.031,93.0,0.9909399999999999,11.2,0,6
4276,0.25,0.03,150.0,0.9901399999999999,12.0,0,6
4277,0.31,0.042,144.0,0.9930399999999999,9.6,0,5
4279,0.18,0.040999999999999995,110.0,0.9965200000000001,9.2,0,6
4281,0.17,0.028999999999999998,119.0,0.98944,12.9,0,6
4283,0.19,0.061,149.0,0.99772,9.3,0,6
4285,0.32,0.03,136.0,0.99367,12.1,0,6
4286,0.21,0.026000000000000002,128.0,0.9918299999999999,11.2,0,6
4287,0.16,0.028999999999999998,98.0,0.99126,11.2,0,7
4288,0.24,0.042,187.0,0.99577,9.2,0,5
4289,0.3,0.040999999999999995,124.0,0.9942799999999999,9.3,0,6
4291,0.28,0.03,108.0,0.9938799999999999,10.7,0,6
4293,0.31,0.024,166.0,0.99208,9.8,0,6
